ITINERARI,SECCIO,LENGTH,SOURCETHM,X_MID,Y_MID,X_BEG,Y_BEG,Y_END,X_END,BUFF_DIST,ORIG_FID,_count,_sum,_mean
"19","1",593.41020027700,Itineraris.shp,497406.95445700001,4669587.30138999969,497220.49339999998,4669409.94790000003,4669759.19859999977,497624.77759999997,500.00000000000,"96",13592.000000000000000,37207.608190312981606,2.737463816238448
"19","2",623.01821722800,Itineraris.shp,497491.34383600001,4670032.39525999967,497624.77759999997,4669759.19859999977,4670311.64969999995,497512.59399999998,500.00000000000,"97",13939.000000000000000,34758.026755579747260,2.493581085844017
"19","3",431.43310342400,Itineraris.shp,497364.75873800000,4670455.38759000041,497512.59399999998,4670311.64969999995,4670641.85039999988,497267.06020000001,500.00000000000,"98",12115.000000000000000,22015.435746693983674,1.817204766545108
"19","4",475.01824201200,Itineraris.shp,497097.16753600002,4670724.26979000028,497290.34360000002,4670624.91700000037,4670762.50059999991,496867.00939999998,500.00000000000,"99",12510.000000000000000,19850.029178692027926,1.586732947937013
"19","5",518.16658324300,Itineraris.shp,496609.83230399998,4670793.86988999974,496867.00939999998,4670762.50059999991,4670957.23440000042,496430.97519999999,500.00000000000,"100",12967.000000000000000,22163.757380038499832,1.709243262129907
"19","6",625.68337480300,Itineraris.shp,496367.20913700003,4671263.28077000007,496430.97519999999,4670957.23440000042,4671550.96059999987,496261.64150000003,500.00000000000,"101",14099.000000000000000,26538.687441721558571,1.882309911463335
"20","1",616.63312443400,Itineraris.shp,409067.23394700000,4601213.66933999956,409160.95809999999,4601007.44249999989,4601494.27680000011,409042.42450000002,500.00000000000,"102",13246.000000000000000,134763.712123632431030,10.173917569351685
"20","2",432.94685115100,Itineraris.shp,408947.80695900001,4601634.84757999983,409042.42450000002,4601494.27680000011,4601786.37739999965,408815.94069999998,500.00000000000,"103",11842.000000000000000,131022.430668234810582,11.064214716115083
"20","3",514.16661391200,Itineraris.shp,408570.92429100000,4601849.36457000021,408815.94069999998,4601786.37739999965,4601921.84439999983,408331.22310000000,500.00000000000,"104",12969.000000000000000,147429.930183410644531,11.367871862395763
"20","4",487.74500123500,Itineraris.shp,408342.56478600000,4602151.25320000015,408331.22310000000,4601921.84439999983,4602300.72850000020,408511.14010000002,500.00000000000,"105",12419.000000000000000,143703.683631777763367,11.571276562668311
"20","5",635.09914088500,Itineraris.shp,408541.78927100002,4602556.74727000017,408506.90680000000,4602281.67839999963,4602700.77929999959,408608.50699999998,500.00000000000,"106",13096.000000000000000,158544.800639152526855,12.106353133716595
"20","6",468.96706787800,Itineraris.shp,408779.03882600000,4602770.24600000028,408597.92359999998,4602696.54590000026,4602643.62920000032,408953.52429999999,500.00000000000,"107",12100.000000000000000,138865.665817499160767,11.476501307231336
"21","1",730.63372835600,Itineraris.shp,495835.31284199998,4694872.67612999957,495962.05690000003,4694543.29490000010,4695182.52950000018,495680.53960000002,500.00000000000,"108",15046.000000000000000,30057.931397816162644,1.997735703696409
"21","2",650.31819960500,Itineraris.shp,495481.79447899997,4695422.77592999954,495680.53960000002,4695182.52950000018,4695679.94720000029,495303.77220000001,500.00000000000,"109",14228.000000000000000,20332.637998064979911,1.429058054404342
"21","3",303.43665412200,Itineraris.shp,495248.06383300002,4695821.00205999985,495303.77220000001,4695679.94720000029,4695969.93109999970,495219.10540000000,500.00000000000,"110",10883.000000000000000,17155.457895260304213,1.576353753125085
"21","4",499.39059172700,Itineraris.shp,495054.46073900000,4696139.10242000036,495219.10540000000,4695969.93109999970,4696336.11519999988,494914.30479999998,500.00000000000,"111",12796.000000000000000,19338.012613698840141,1.511254502477246
"21","5",545.73727655500,Itineraris.shp,494729.73490300000,4696535.21678999998,494914.30479999998,4696336.11519999988,4696742.51599999983,494556.58740000002,500.00000000000,"112",13298.000000000000000,18356.600836664438248,1.380403131047108
"21","6",444.90232999900,Itineraris.shp,494395.37083999999,4696888.73730999976,494556.58740000002,4696742.51599999983,4696988.04980000015,494205.21999999997,500.00000000000,"113",12264.000000000000000,28091.311446562409401,2.290550509341358
"22","1",404.40038940600,Itineraris.shp,433724.70378799998,4613167.39338999987,433753.97540000000,4613360.86280000024,4613047.59549999982,433563.47499999998,500.00000000000,"114",11825.000000000000000,56034.364454954862595,4.738635471877790
"22","2",389.93283640300,Itineraris.shp,433458.01263999997,4612883.97668999992,433563.47499999998,4613047.59549999982,4612715.27819999959,433360.27460000000,500.00000000000,"115",11750.000000000000000,54071.668502718210220,4.601844127890912
"22","3",448.99314265700,Itineraris.shp,433419.05171099998,4612510.03483999986,433360.27460000000,4612715.27819999959,4612304.64410000015,433474.57480000000,500.00000000000,"116",12217.000000000000000,51526.194984346635465,4.217581647241273
"22","4",364.70880963200,Itineraris.shp,433549.84908499999,4612142.61529999971,433474.57480000000,4612304.64410000015,4611980.79339999985,433629.09179999999,500.00000000000,"117",11469.000000000000000,45613.187595009803772,3.977084976459134
"22","5",408.55122064700,Itineraris.shp,433447.05810000002,4611934.64175000042,433629.09179999999,4611980.79339999985,4611771.24299999978,433353.92460000003,500.00000000000,"118",11681.000000000000000,44407.346893906593323,3.801673392167331
"22","6",370.58757710900,Itineraris.shp,433200.85057399998,4611744.83951999992,433383.55800000002,4611775.47630000021,4611608.25930000003,433129.55739999999,500.00000000000,"119",11356.000000000000000,43882.040809571743011,3.864216344625902
"23","1",511.89482536400,Itineraris.shp,302442.27916099998,4569845.58915999997,302682.32350000000,4569929.05420000013,4569941.75420000032,302223.00599999999,500.00000000000,"120",12896.000000000000000,64393.989287734031677,4.993330434842900
"23","2",575.06798307200,Itineraris.shp,301994.55828200001,4569824.31837000046,302223.00599999999,4569941.75420000032,4569700.45370000042,301765.80499999999,500.00000000000,"121",13310.000000000000000,61483.478518486022949,4.619344742185276
"23","3",577.92045707300,Itineraris.shp,301783.67190000002,4569428.37628000043,301765.80499999999,4569700.45370000042,4569204.09439999983,301928.78869999998,500.00000000000,"122",13384.000000000000000,72339.513606503605843,5.404924806224120
"23","4",570.09279578400,Itineraris.shp,302157.49279799999,4569048.12700999994,301928.78869999998,4569204.09439999983,4568866.48539999966,302024.03889999999,500.00000000000,"123",12538.000000000000000,79676.601180255427607,6.354809473620628
"23","5",547.33015340900,Itineraris.shp,302089.33564599999,4568656.01853000000,302024.03889999999,4568866.48539999966,4568714.08509999979,301839.88850000000,500.00000000000,"124",12089.000000000000000,80858.226048171520233,6.688578546461372
"23","6",390.50817488600,Itineraris.shp,301666.56248800003,4568690.03017000016,301839.88850000000,4568714.08509999979,4568510.88470000029,301598.58799999999,500.00000000000,"125",11545.000000000000000,77857.582331538200378,6.743835628543804
"25","1",545.42245456900,Itineraris.shp,462625.14023399999,4614175.00896999985,462742.71200000000,4613983.03230000008,4614383.08310000040,462473.89470000000,500.00000000000,"126",13024.000000000000000,147623.060235321521759,11.334694428387708
"25","2",418.56155363300,Itineraris.shp,462302.48658600001,4614380.05322000012,462473.89470000000,4614383.08310000040,4614488.91660000011,462154.27740000002,500.00000000000,"127",11545.000000000000000,137206.651605129241943,11.884508584246795
"25","3",553.39928383900,Itineraris.shp,461970.73918799998,4614402.13310000021,462154.27740000002,4614488.91660000011,4614355.56639999989,461807.14340000000,500.00000000000,"128",12387.000000000000000,151447.455255568027496,12.226322374712849
"25","4",511.46348921100,Itineraris.shp,461614.14539100003,4614366.24347000010,461807.14340000000,4614330.16629999969,4614546.06670000032,461517.15950000001,500.00000000000,"129",12225.000000000000000,147282.072430968284607,12.047613286786772
"25","5",533.13948204900,Itineraris.shp,461591.50391799997,4614733.31549999956,461517.15950000001,4614546.06670000032,4614838.16729999986,461726.70990000002,500.00000000000,"130",12040.000000000000000,134983.626913994550705,11.211264693853368
"25","6",509.05787398100,Itineraris.shp,461562.90065899998,4614995.98419000022,461726.70990000002,4614838.16729999986,4615242.45150000043,461517.15950000001,500.00000000000,"131",12751.000000000000000,136179.212559014558792,10.679884915615604
"26","2",635.71356320900,Itineraris.shp,428829.56929600000,4592149.80188000016,428598.74770000001,4592318.32510000002,4591873.82419999968,428791.36469999998,500.00000000000,"132",13796.000000000000000,81966.639970570802689,5.941333717785648
"26","3",444.98955694300,Itineraris.shp,428952.42185300001,4591747.54614000022,428791.36469999998,4591873.82419999968,4591587.01530000009,429055.94860000000,500.00000000000,"133",11992.000000000000000,75906.996904611587524,6.329802944013642
"26","4",578.52628864600,Itineraris.shp,429142.08678399998,4591349.12203000020,429030.54849999998,4591596.54030000046,4591065.25590000022,429168.13209999999,500.00000000000,"134",13540.000000000000000,91799.953983038663864,6.779907975113638
"26","5",349.70409604900,Itineraris.shp,429135.96373000002,4590906.08722999971,429168.13209999999,4591065.25590000022,4590763.63030000031,429168.13209999999,500.00000000000,"135",11027.000000000000000,79742.489089161157608,7.231566980063586
"26","6",471.58493072100,Itineraris.shp,429173.83873999998,4590555.21729000006,429168.13209999999,4590763.63030000031,4590322.30439999979,429157.54879999999,500.00000000000,"136",12408.000000000000000,96385.984784424304962,7.768051642845286
"26","1",435.26301419100,Itineraris.shp,428506.81220599997,4592491.95533000026,428598.74770000001,4592318.32510000002,4592706.73419999983,428526.78080000001,500.00000000000,"137",12046.000000000000000,56969.578442599617119,4.729335749842240
"27","1",556.42737434100,Itineraris.shp,312769.25102800003,4625075.39171999972,312738.27909999999,4624799.94029999990,4625339.69139999989,312833.52929999999,500.00000000000,"138",13378.000000000000000,25264.516934096813202,1.888512254006340
"27","2",450.32549664000,Itineraris.shp,312810.02775499999,4625562.35429000016,312833.52929999999,4625339.69139999989,4625760.90890000015,312731.92910000001,500.00000000000,"139",12325.000000000000000,17513.952737525105476,1.421010364099400
"27","3",428.44660357100,Itineraris.shp,312717.92268299998,4625948.28122999985,312731.92910000001,4625760.90890000015,4626074.17619999964,312863.16269999999,500.00000000000,"140",11778.000000000000000,11962.766583098096817,1.015687432764315
"27","4",486.80836479400,Itineraris.shp,313067.06328200002,4626205.62002000026,312863.16269999999,4626074.17619999964,4626273.14329999965,313284.38020000001,500.00000000000,"141",12627.000000000000000,13088.694936579093337,1.036564103633412
"27","5",422.86299531900,Itineraris.shp,313461.30093600001,4626387.84212000016,313284.38020000001,4626273.14329999965,4626527.14379999973,313618.81420000002,500.00000000000,"142",12072.000000000000000,13065.289457723498344,1.082280438843895
"27","6",399.01910851200,Itineraris.shp,313740.05356099998,4626684.02405000012,313618.81420000002,4626527.14379999973,4626812.89439999964,313891.86479999998,500.00000000000,"143",11834.000000000000000,14869.089401721954346,1.256471979188943
"28","1",475.45455500400,Itineraris.shp,400255.26338000002,4594416.35864000022,400150.35210000002,4594204.12970000040,4594640.16390000004,400241.36900000001,500.00000000000,"144",12564.000000000000000,62171.082066506147385,4.948351008158720
"28","2",626.07543225200,Itineraris.shp,400191.23680499999,4594897.66918000020,400241.36900000001,4594640.16390000004,4595137.58160000015,400019.11849999998,500.00000000000,"145",13669.000000000000000,59897.660120636224747,4.382007470966144
"28","3",574.28796702600,Itineraris.shp,399767.47182400001,4595140.70741999988,400019.11849999998,4595137.58160000015,4595412.74880000018,399682.56790000002,500.00000000000,"146",13112.000000000000000,48633.540296941995621,3.709086355776540
"28","4",892.51997784900,Itineraris.shp,399355.65700499999,4595658.89451000001,399682.56790000002,4595412.74880000018,4595827.61629999988,399710.08460000000,500.00000000000,"147",14679.000000000000000,46332.296341121196747,3.156365988222713
"28","5",812.30981704000,Itineraris.shp,399666.83343699999,4595937.08375000022,399710.08460000000,4595827.61629999988,4596032.93340000045,400017.00189999997,500.00000000000,"148",13647.000000000000000,52570.949408799409866,3.852198242016517
"28","6",510.35203010500,Itineraris.shp,400242.72245300002,4596098.44292000029,400017.00189999997,4596032.93340000045,4596190.62540000025,400421.28600000002,500.00000000000,"149",12496.000000000000000,66714.795688003301620,5.338892100512428
"29","6",547.67104786000,Itineraris.shp,330164.15320000000,4722935.71937000006,330210.71990000003,4722695.14840000030,4723150.23269999959,330259.40340000001,500.00000000000,"150",12977.000000000000000,113908.216512739658356,8.777700278395598
"29","5",727.41020378600,Itineraris.shp,330431.87653700000,4723422.40268000029,330259.40340000001,4723150.23269999959,4723717.50050000008,330282.68680000002,500.00000000000,"151",14629.000000000000000,110257.753252984955907,7.536930292773598
"29","4",625.48456642000,Itineraris.shp,330478.66648600000,4723943.78615000006,330282.68680000002,4723717.50050000008,4724051.93450000044,330750.47100000002,500.00000000000,"152",13909.000000000000000,112072.300913246348500,8.057538350222616
"29","3",662.63295980700,Itineraris.shp,330680.83548299997,4724351.33616000041,330750.47100000002,4724051.93450000044,4724607.56060000043,330488.00380000001,500.00000000000,"153",14317.000000000000000,107753.015347095206380,7.526228633589104
"29","2",499.16173022500,Itineraris.shp,330375.55040399998,4724830.24249999970,330488.00380000001,4724607.56060000043,4725047.82820000034,330339.83689999999,500.00000000000,"154",12750.000000000000000,89941.959800496697426,7.054271356901702
"29","1",529.12495849900,Itineraris.shp,330426.29165299999,4725295.95189999975,330339.83689999999,4725047.82820000034,4725538.89580000006,330375.82030000002,500.00000000000,"155",13084.000000000000000,124776.922706827521324,9.536603692053465
"30","1",541.12800626900,Itineraris.shp,478712.02182999998,4628306.85859000031,478797.51569999999,4628441.50420000032,4628145.17030000035,478496.94839999999,500.00000000000,"156",12770.000000000000000,14727.324545413255692,1.153275218904719
"30","2",478.83688497300,Itineraris.shp,478319.14805000002,4627984.83244999964,478496.94839999999,4628145.17030000035,4627824.49459999986,478141.34769999998,500.00000000000,"157",12635.000000000000000,11125.175439885817468,0.880504585665676
"30","3",512.30436559900,Itineraris.shp,477952.96395000000,4627650.92760000005,478141.34769999998,4627824.49459999986,4627477.36060000025,477764.58020000003,500.00000000000,"158",12981.000000000000000,12901.818124826997519,0.993900171391033
"30","4",505.72483249300,Itineraris.shp,477512.69640000002,4627455.13554999977,477764.58020000003,4627477.36060000025,4627432.91050000023,477260.81260000000,500.00000000000,"159",12904.000000000000000,15997.072866120841354,1.239698765198453
"30","5",509.85418392200,Itineraris.shp,477007.87040000001,4627401.16045000032,477260.81260000000,4627432.91050000023,4627369.41040000040,476754.92820000002,500.00000000000,"160",12945.000000000000000,25669.889014054555446,1.982996447590155
"30","6",468.90830640100,Itineraris.shp,476522.09440000000,4627341.89364999998,476754.92820000002,4627369.41040000040,4627314.37689999957,476289.26059999998,500.00000000000,"161",12543.000000000000000,36678.118043911177665,2.924190229124705
"31","1",560.08034939900,Itineraris.shp,477652.09034499998,4640409.35063999984,477903.19809999998,4640357.23929999955,4640560.43969999999,477452.34720000002,500.00000000000,"162",13167.000000000000000,26356.230914074927568,2.001688381109966
"31","2",416.97904571600,Itineraris.shp,477289.44394400000,4640674.03961999994,477452.34720000002,4640560.43969999999,4640848.30700000003,477175.06329999998,500.00000000000,"163",11975.000000000000000,32148.326422447338700,2.684620160538400
"31","3",596.94784011600,Itineraris.shp,476946.94912599999,4641024.17179000005,477175.06329999998,4640848.30700000003,4641023.99069999997,476650.12890000001,500.00000000000,"164",13777.000000000000000,38847.260023515671492,2.819718372905253
"31","4",581.39172119000,Itineraris.shp,476392.07980000001,4641072.33851000015,476650.12890000001,4641023.99069999997,4641328.79129999969,476315.69490000000,500.00000000000,"165",13194.000000000000000,33721.497610272839665,2.555820646526667
"31","5",426.26151695700,Itineraris.shp,476112.68790399999,4641368.76743999962,476315.69490000000,4641328.79129999969,4641267.40780000016,475930.46080000000,500.00000000000,"166",12028.000000000000000,26866.855462243776856,2.233692672284983
"31","6",587.90228053800,Itineraris.shp,475726.36890300002,4641298.98599999957,475953.74420000002,4641271.64120000042,4641396.52479999978,475458.44319999998,500.00000000000,"167",13289.000000000000000,25825.347355632111430,1.943362732758831
"32","1",617.73839585800,Itineraris.shp,306779.99206800002,4618647.60580999963,307074.24819999997,4618555.02819999959,4618781.51200000010,306504.86369999999,500.00000000000,"168",14031.000000000000000,29017.840042062103748,2.068123443949975
"32","2",450.17690156100,Itineraris.shp,306356.35444600001,4618891.95406000037,306504.86369999999,4618781.51200000010,4618938.14570000023,306178.89640000003,500.00000000000,"169",11953.000000000000000,22890.172405752353370,1.915014841943642
"32","3",516.55513361800,Itineraris.shp,305972.10487300000,4619063.79031999968,306178.89640000003,4618938.14570000023,4618950.84570000041,305751.32890000002,500.00000000000,"170",12780.000000000000000,20900.488051325082779,1.635405950807910
"32","4",491.19242386800,Itineraris.shp,305523.62499400001,4618954.22690999974,305751.32890000002,4618950.84570000041,4618984.71239999961,305285.66129999998,500.00000000000,"171",12692.000000000000000,11962.599076915532351,0.942530655288019
"32","5",542.89320100900,Itineraris.shp,305025.49896100000,4619027.62339999992,305285.66129999998,4618984.71239999961,4619103.24600000028,304771.31020000001,500.00000000000,"172",13242.000000000000000,10590.818945389240980,0.799789982282830
"32","6",519.20650384500,Itineraris.shp,304543.06169900001,4619217.53832999989,304771.31020000001,4619103.24600000028,4619266.22970000003,304288.70929999999,500.00000000000,"173",13034.000000000000000,12030.888497581705451,0.923038859719327
"33","1",608.18676933000,Itineraris.shp,272420.70055499999,4517086.24713999964,272672.93050000002,4517227.96939999983,4517052.28569999989,272135.29609999998,500.00000000000,"174",13693.000000000000000,117144.568074941635132,8.555069603077603
"33","2",521.22484104600,Itineraris.shp,271894.00557899999,4516959.39998999983,272135.29609999998,4517052.28569999989,4516940.10219999962,271637.87839999999,500.00000000000,"175",13034.000000000000000,119641.209792554378510,9.179162942500721
"33","3",577.15602877200,Itineraris.shp,271354.72535099997,4516918.16779000033,271637.87839999999,4516940.10219999962,4516849.08530000038,271074.84389999998,500.00000000000,"176",13600.000000000000000,120293.919966876506805,8.845141174035039
"33","4",463.43722623900,Itineraris.shp,270851.53054599999,4516788.82531000022,271074.84389999998,4516849.08530000038,4516669.16830000002,270659.97639999999,500.00000000000,"177",12466.000000000000000,108581.524203002452850,8.710213717551937
"33","5",325.88256844400,Itineraris.shp,270566.75075399998,4516538.25655999966,270659.97639999999,4516669.16830000002,4516408.81780000031,270469.47610000003,500.00000000000,"178",11077.000000000000000,102770.085370123386383,9.277790500146555
"33","6",429.14922535700,Itineraris.shp,270353.89912199997,4516231.29370999988,270469.47610000003,4516408.81780000031,4516197.15070000011,270145.62540000002,500.00000000000,"179",12075.000000000000000,125521.377647519111633,10.395145146792473
"34","1",572.65369886800,Itineraris.shp,515711.35739800002,4657075.19835000020,515659.91340000002,4656800.00320000015,4657327.05429999996,515774.21370000002,500.00000000000,"180",13470.000000000000000,44009.593212805688381,3.267230379569836
"34","2",557.27341441700,Itineraris.shp,515780.53244899999,4657603.74641000014,515774.21370000002,4657327.05429999996,4657868.92210000008,515860.99719999998,500.00000000000,"181",13421.000000000000000,35266.233830370008945,2.627690472421579
"34","3",534.74335592300,Itineraris.shp,515846.18050000002,4658132.22585000005,515860.99719999998,4657868.92210000008,4658340.93969999999,515700.13020000001,500.00000000000,"182",13129.000000000000000,39365.508176177740097,2.998363026595913
"34","4",606.36653551800,Itineraris.shp,515488.15747799998,4658557.29856000002,515700.13020000001,4658340.93969999999,4658848.94070000015,515420.72960000002,500.00000000000,"183",13918.000000000000000,42350.080272391438484,3.042828012098824
"34","5",495.78810491900,Itineraris.shp,515387.45760400000,4659094.12507999968,515420.72960000002,4658848.94070000015,4659337.89169999957,515397.44620000001,500.00000000000,"184",12798.000000000000000,42392.644357249140739,3.312442909614716
"34","6",457.31816770700,Itineraris.shp,515379.25667099998,4659556.86832000036,515397.44620000001,4659337.89169999957,4659759.10919999983,515272.56270000001,500.00000000000,"185",12393.000000000000000,31620.123898191377521,2.551450326651447
"35","1",617.66534134700,Itineraris.shp,448824.76874299999,4615393.10271999985,448808.74440000003,4615238.44309999980,4615694.58559999987,448836.26120000001,500.00000000000,"186",13229.000000000000000,63194.657515853643417,4.776979175739182
