ITINERARI,SECCIO,LENGTH,SOURCETHM,X_MID,Y_MID,X_BEG,Y_BEG,Y_END,X_END,BUFF_DIST,ORIG_FID,_count,_sum,_mean
"332","3",560.41496838500,Itineraris.shp,362916.23605100001,4716593.16574999969,362931.33130000002,4716319.16750000045,4716769.06479999982,362775.46970000002,500.00000000000,"1508",13026.000000000000000,146876.059129685163498,11.275607180230706
"261","1",507.63322307700,Itineraris.shp,309980.40230900003,4502781.25263000000,310217.94290000002,4502693.94230000023,4502867.50930000003,309741.69189999998,500.00000000000,"1509",12915.000000000000000,544.462334376759827,0.042157362321081
"261","2",462.90792806300,Itineraris.shp,309518.15553500003,4502899.65507999994,309741.69189999998,4502867.50930000003,4502961.70120000001,309296.13270000002,500.00000000000,"1510",12463.000000000000000,542.249578062444925,0.043508752151364
"261","4",399.97902137400,Itineraris.shp,308595.20228999999,4502956.33732999954,308792.36499999999,4502942.65110000037,4502945.82610000018,308395.48920000001,500.00000000000,"1511",11850.000000000000000,452.486793465912342,0.038184539532988
"261","5",454.05742641200,Itineraris.shp,308181.15571399999,4502987.57129000034,308395.48920000001,4502945.82610000018,4502838.93429999985,308019.78009999997,500.00000000000,"1512",12228.000000000000000,196.020660996437101,0.016030476038309
"261","6",609.72842243100,Itineraris.shp,307717.29717099998,4502872.28163000010,308019.78009999997,4502838.93429999985,4502928.89279999956,307426.05390000000,500.00000000000,"1513",13916.000000000000000,489.210839667357504,0.035154558757355
"260","1",336.97642900600,Itineraris.shp,303359.68640000001,4503732.20005000010,303499.38669999997,4503638.00820000004,4503826.39190000016,303219.98609999998,500.00000000000,"1514",11212.000000000000000,2491.493912549689412,0.222216724273073
"260","2",522.88625191600,Itineraris.shp,302958.57724999997,4503830.62524999958,303219.98609999998,4503826.39190000016,4503834.85859999992,302697.16840000002,500.00000000000,"1515",13086.000000000000000,1694.545905132777989,0.129493038753842
"260","3",555.63517133700,Itineraris.shp,302419.35535000003,4503836.44610000029,302697.16840000002,4503834.85859999992,4503838.03359999973,302141.54229999997,500.00000000000,"1516",13399.000000000000000,1289.023146158084273,0.096202936499596
"260","4",781.80756256500,Itineraris.shp,301778.88544500002,4503692.13716000039,302141.54229999997,4503838.03359999973,4503548.04959999956,301415.52419999999,500.00000000000,"1517",15676.000000000000000,2666.006402543280274,0.170069303555963
"260","5",636.79444332500,Itineraris.shp,301121.30690000003,4503426.34104999993,301415.52419999999,4503548.04959999956,4503304.63250000030,300827.08960000001,500.00000000000,"1518",14217.000000000000000,4198.169512510299683,0.295292221460948
"260","6",617.69260067400,Itineraris.shp,300540.80989999999,4503188.74474999961,300827.08960000001,4503304.63250000030,4503072.85699999984,300254.53019999998,500.00000000000,"1519",14019.000000000000000,4323.241202759556472,0.308384421339579
"262","1",572.55375228200,Itineraris.shp,311787.24809299997,4503241.91748999991,311980.69240000000,4503452.94770000037,4503027.49679999985,311597.57500000001,500.00000000000,"1520",13578.000000000000000,3638.284128455910832,0.267954347360135
"262","2",500.71388518000,Itineraris.shp,311400.81605800003,4502877.29805000033,311597.57500000001,4503027.49679999985,4502754.44629999995,311182.70750000002,500.00000000000,"1521",12847.000000000000000,3031.365369047969580,0.235959007476296
"262","3",495.27085241600,Itineraris.shp,310967.25916700001,4502632.35895000026,311182.70750000002,4502754.44629999995,4502496.21239999961,310761.48999999999,500.00000000000,"1522",12795.000000000000000,2775.471523413900286,0.216918446534889
"262","4",483.65043625300,Itineraris.shp,310605.57138400001,4502311.36842999980,310761.48999999999,4502496.21239999961,4502124.73670000024,310453.51429999998,500.00000000000,"1523",12576.000000000000000,1915.771070963237435,0.152335485922649
"262","5",597.57083775300,Itineraris.shp,310263.06327300001,4501894.51699999999,310453.51429999998,4502124.73670000024,4501653.77740000002,310086.27189999999,500.00000000000,"1524",12887.000000000000000,670.508229955099523,0.052029815314278
"262","6",507.47010719700,Itineraris.shp,309925.72776500002,4501457.48902000021,310086.27189999999,4501653.77740000002,4501271.71829999983,309752.89630000002,500.00000000000,"1525",10566.000000000000000,499.073103371076286,0.047233873118595
"263","1",625.42831036600,Itineraris.shp,312639.38904200000,4506805.16040000040,312448.42310000001,4507032.17949999962,4506598.26200000010,312873.87400000001,500.00000000000,"1526",14061.000000000000000,3077.482444086112082,0.218866541788359
"263","2",477.16395216900,Itineraris.shp,313049.55325400003,4506436.85912000015,312873.87400000001,4506598.26200000010,4506286.05300000031,313232.64970000001,500.00000000000,"1527",12619.000000000000000,3639.861705227755010,0.288442959444311
"263","3",514.07003821900,Itineraris.shp,313468.31708600000,4506188.41452000011,313232.64970000001,4506286.05300000031,4506113.54440000001,313714.19230000000,500.00000000000,"1528",12987.000000000000000,3911.500056193210185,0.301185805512683
"263","4",637.18698566000,Itineraris.shp,313886.64746299997,4505858.22556000017,313714.19230000000,4506113.54440000001,4505593.90170000028,314062.38470000000,500.00000000000,"1529",14198.000000000000000,3544.807883515022695,0.249669522715525
"263","5",433.94531246800,Itineraris.shp,314197.17790700000,4505423.87839000020,314062.38470000000,4505593.90170000028,4505260.52599999961,314338.61020000000,500.00000000000,"1530",12187.000000000000000,2765.014006692916155,0.226882252128737
"263","6",621.29675300100,Itineraris.shp,314560.66376600001,4505043.28820999991,314338.61020000000,4505260.52599999961,4504827.66679999977,314784.16950000002,500.00000000000,"1531",14061.000000000000000,5263.711491897702217,0.374348303242849
"88265","1",534.41145345400,Itineraris.shp,318548.87245600001,4506756.20017000008,318487.82909999997,4506505.35219999962,4506938.21140000038,318353.42050000001,500.00000000000,"1532",13020.000000000000000,4281.410117802559398,0.328833342381149
"88265","4",573.83534694100,Itineraris.shp,317847.43259699998,4507976.27938000020,317707.83590000001,4507725.61299999990,4508226.20569999982,317988.29479999997,500.00000000000,"1533",13591.000000000000000,2654.009042663499713,0.195276951119380
"88265","5",569.04397432000,Itineraris.shp,318122.03765600000,4508477.33437000029,317988.29479999997,4508226.20569999982,4508721.50669999979,318267.69530000002,500.00000000000,"1534",13534.000000000000000,1892.648345401510596,0.139843974094984
"88265","6",643.02280649500,Itineraris.shp,318422.09062600002,4509003.51998999994,318267.69530000002,4508721.50669999979,4509268.66610000003,318586.25429999997,500.00000000000,"1535",14264.000000000000000,1142.947748153936118,0.080128137139227
"88265","3",536.35765084800,Itineraris.shp,317787.38322700001,4507471.01365999971,317980.88640000002,4507285.34539999999,4507725.61299999990,317707.83590000001,500.00000000000,"1536",13206.000000000000000,2912.748717707116157,0.220562525950864
"313","1",450.19642646400,Itineraris.shp,272803.00349899998,4519066.26915000007,272841.70090000000,4518893.42650000006,4519016.19340000022,272591.93369999999,500.00000000000,"1537",11733.000000000000000,113391.918652862310410,9.664358531736326
"313","2",523.42392153600,Itineraris.shp,272539.01699999999,4519148.39187000040,272615.21710000001,4519031.01009999961,4519367.56080000009,272515.73359999998,500.00000000000,"1538",12327.000000000000000,104157.733808606848470,8.449560623720846
"313","3",545.13870080400,Itineraris.shp,272334.10569400003,4519406.18852000032,272528.43359999999,4519365.44409999996,4519631.08629999962,272362.27490000002,500.00000000000,"1539",12220.000000000000000,98878.142011970296153,8.091500982976292
"313","4",532.11051502700,Itineraris.shp,272108.75142500002,4519648.29219000041,272362.27490000002,4519631.08629999962,4519664.95299999975,271856.39059999998,500.00000000000,"1540",12986.000000000000000,129413.593407183885574,9.965624011026019
"313","5",413.31563368700,Itineraris.shp,271660.69274000003,4519651.19469999988,271856.39059999998,4519664.95299999975,4519555.94450000022,271510.31490000000,500.00000000000,"1541",11811.000000000000000,150591.688674390316010,12.750121808008663
"313","6",482.48743499700,Itineraris.shp,271292.48183700000,4519559.21148000006,271510.31490000000,4519562.29449999984,4519378.14410000015,271184.34759999998,500.00000000000,"1542",12277.000000000000000,174217.856284916430013,14.190588603479384
"388","5",469.27510236000,Itineraris.shp,455423.07036399998,4605140.59583999962,455336.65870000003,4604932.82450000010,4605323.35030000005,455545.15080000000,500.00000000000,"1543",12413.000000000000000,82464.022725611925125,6.643359600871016
"388","6",547.38725393600,Itineraris.shp,455752.32851500000,4605481.33263999969,455545.15080000000,4605323.35030000005,4605660.86739999987,455871.84169999999,500.00000000000,"1544",13023.000000000000000,93794.014134615659714,7.202181842479894
"388","4",494.05667362900,Itineraris.shp,455103.07766800001,4604883.94811000023,455154.62500000000,4604776.19089999981,4604932.82450000010,455336.65870000003,500.00000000000,"1545",11572.000000000000000,76979.418102115378133,6.652213800735862
"388","1",591.34423954800,Itineraris.shp,455100.17550000001,4604041.95131999999,454840.88329999999,4604115.99260000046,4603799.15340000018,454993.68050000002,500.00000000000,"1546",12838.000000000000000,98505.803316891193390,7.672986704852096
"388","3",537.80731422600,Itineraris.shp,455078.60233999998,4604543.09176999982,455154.62500000000,4604776.19089999981,4604398.48880000040,455106.12860000000,500.00000000000,"1547",12183.000000000000000,86033.596270322799683,7.061774297818502
"388","2",643.83717913600,Itineraris.shp,455051.90802799998,4604312.64027999993,455106.21240000002,4604398.07529999968,4604115.99260000046,454840.88329999999,500.00000000000,"1548",12879.000000000000000,99467.755077064037323,7.723251423019182
"309","1",561.43435229300,Itineraris.shp,366687.96332200000,4612398.47042999975,366856.85580000002,4612229.61550000031,4612447.63260000013,366429.28830000001,500.00000000000,"1549",13163.000000000000000,27761.970577970147133,2.109091436448389
"309","2",334.81545525500,Itineraris.shp,366280.05560399999,4612513.24940000009,366429.28830000001,4612447.63260000013,4612553.46609999985,366124.48770000000,500.00000000000,"1550",11165.000000000000000,16219.939689025282860,1.452748740620267
"309","3",549.06172627400,Itineraris.shp,365890.66228799999,4612696.85548999999,366124.48770000000,4612553.46609999985,4612833.73629999999,365653.60389999999,500.00000000000,"1551",13346.000000000000000,29233.286238759756088,2.190415573112525
"309","4",612.24276954800,Itineraris.shp,365385.31987700000,4612970.34229000006,365653.60369999998,4612833.73699999973,4613061.46710000001,365102.13559999998,500.00000000000,"1552",13914.000000000000000,49180.000699609510775,3.534569548627966
"309","5",438.61329171100,Itineraris.shp,364945.95646999998,4613212.10139000043,365102.13559999998,4613061.46710000001,4613368.38439999986,364805.80170000001,500.00000000000,"1553",12206.000000000000000,55916.774284660816193,4.581089159811636
"309","6",488.62337514300,Itineraris.shp,364590.41683900001,4613469.46905000042,364805.80170000001,4613368.38439999986,4613691.17669999972,364497.82610000001,500.00000000000,"1554",12662.000000000000000,57028.972748901695013,4.503946671055260
"301","1",494.99027432300,Itineraris.shp,526414.36590300000,4685458.86215000041,526637.12609999999,4685491.68719999958,4685470.52049999963,526198.97519999999,500.00000000000,"1555",5429.000000000000000,41410.112109348177910,7.627576369377082
"301","2",740.53638818500,Itineraris.shp,525916.73943500000,4685481.71999000013,526198.97519999999,4685470.52049999963,4685408.07870000042,525617.94900000002,500.00000000000,"1556",11169.000000000000000,72877.356286942958832,6.524966987818334
"301","3",695.46253942800,Itineraris.shp,525345.04022900003,4685507.41208999977,525617.94900000002,4685408.07870000042,4685426.07039999962,525007.28949999996,500.00000000000,"1557",13414.000000000000000,74572.606662780046463,5.559311664140454
"301","4",821.60035637100,Itineraris.shp,524665.03617500002,4685643.44012000039,525007.28949999996,4685426.07039999962,4685611.27909999993,524407.21329999994,500.00000000000,"1558",15446.000000000000000,73089.802225008606911,4.731956637641370
"301","5",601.07721493100,Itineraris.shp,524253.63373700000,4685395.91325999983,524407.21329999994,4685611.27909999993,4685347.75360000040,523993.40409999999,500.00000000000,"1559",13401.000000000000000,61904.132289558649063,4.619366636039000
"301","6",648.31415715400,Itineraris.shp,523823.78945400001,4685285.15431000013,523993.40409999999,4685347.75360000040,4685525.55389999971,523661.08679999999,500.00000000000,"1560",13188.000000000000000,61170.503501981496811,4.638345731117796
"328","1",471.03543602800,Itineraris.shp,509090.93115000002,4672868.45784999989,509326.44549999997,4672869.71729999967,4672897.23400000017,508871.36129999999,500.00000000000,"1561",9510.000000000000000,3990.128808683250099,0.419571904172792
"328","2",551.13783899700,Itineraris.shp,508649.65374799998,4673038.42870999966,508871.36129999999,4672897.23400000017,4673259.18470000010,508534.81060000003,500.00000000000,"1562",13050.000000000000000,4766.224089480470866,0.365227899577048
"328","3",448.64263164700,Itineraris.shp,508459.43929499999,4673430.44371999986,508534.81060000003,4673259.18470000010,4673617.96040000021,508353.83519999997,500.00000000000,"1563",12161.000000000000000,4201.691657210700214,0.345505440112713
"328","4",556.09931622300,Itineraris.shp,508375.98170200002,4673824.40589999966,508347.48520000000,4673611.61039999966,4673995.78619999997,508158.04320000001,500.00000000000,"1564",13024.000000000000000,4275.830286825541407,0.328303922514246
"328","5",486.26063686300,Itineraris.shp,507998.51421200001,4674179.12456999999,508158.04320000001,4673995.78619999997,4674373.61189999990,507886.05099999998,500.00000000000,"1565",12649.000000000000000,3816.207975598983467,0.301700369641789
"328","6",577.19037680900,Itineraris.shp,507786.90430499997,4674635.45368999988,507886.05099999998,4674375.72860000003,4674905.95469999965,507732.59230000002,500.00000000000,"1566",13478.000000000000000,2954.670195926446468,0.219221709150204
"329","1",573.07260129500,Itineraris.shp,510655.02857199998,4680370.27185000014,510875.43550000002,4680190.34200000018,4680556.52599999961,510437.28460000001,500.00000000000,"1567",13556.000000000000000,8995.890010097995400,0.663609472565506
"329","2",450.59185616000,Itineraris.shp,510264.52851500001,4680701.11756999977,510437.28460000001,4680556.52599999961,4680847.56830000039,510093.32559999998,500.00000000000,"1568",12347.000000000000000,5570.741191195324063,0.451181760038497
"329","3",463.34582013100,Itineraris.shp,509920.18770000001,4681001.15983999986,510093.32559999998,4680847.56830000039,4681157.66060000006,509749.36660000001,500.00000000000,"1569",12482.000000000000000,5574.035550652071834,0.446565898946649
"329","4",526.80672723600,Itineraris.shp,509822.55726700003,4681410.69115000032,509749.36660000001,4681157.66060000006,4681647.66990000010,509932.45860000001,500.00000000000,"1570",13115.000000000000000,6430.071765100117773,0.490283779268023
"329","5",440.85897135200,Itineraris.shp,509762.77903199999,4681684.42203000002,509932.45860000001,4681647.66990000010,4681732.76009999961,509589.55790000001,500.00000000000,"1571",11746.000000000000000,5748.688536017201841,0.489416698111459
"329","6",537.33624619900,Itineraris.shp,509426.83209400001,4681937.02991999965,509589.55790000001,4681732.76009999961,4681984.22059999965,509244.96389999997,500.00000000000,"1572",12767.000000000000000,6609.268045264761895,0.517683719375324
"304","1",567.55779152100,Itineraris.shp,474670.08113200002,4681795.54805999994,474711.52820000000,4681527.83980000019,4682036.89910000004,474727.40330000001,500.00000000000,"1573",13353.000000000000000,111425.069045960903168,8.344571934843174
"304","3",454.36734280200,Itineraris.shp,474772.27687599999,4682559.00977000035,474888.27029999997,4682374.71980000008,4682682.06039999984,474633.42310000001,500.00000000000,"1574",12016.000000000000000,77274.940566182136536,6.431003708903308
"304","4",521.91832583300,Itineraris.shp,474417.64843300002,4682809.87593999971,474633.42310000001,4682682.06039999984,4682935.21430000011,474199.08220000000,500.00000000000,"1575",12967.000000000000000,81158.639766156673431,6.258860165509114
"304","5",539.48079083800,Itineraris.shp,473966.43179399997,4683031.02493999992,474209.24219999998,4682928.44089999981,4682930.98089999985,473735.95460000000,500.00000000000,"1576",13082.000000000000000,95225.342369347810745,7.279111937727246
"304","6",494.83568340400,Itineraris.shp,473544.25515899999,4682808.89022000041,473735.95460000000,4682930.98089999985,4682762.49390000012,473303.30709999998,500.00000000000,"1577",12667.000000000000000,90041.523932516574860,7.108354301138122
"230","1",678.81577490100,Itineraris.shp,445304.47522199998,4600601.00012999959,445188.20220000000,4600320.45909999963,4600846.45179999992,445254.87740000000,500.00000000000,"1578",13915.000000000000000,123726.694094836711884,8.891605756006950
"230","3",501.85764409300,Itineraris.shp,445366.86327400000,4601529.25145999994,445358.48019999999,4601294.55649999995,4601771.43699999992,445348.01089999999,500.00000000000,"1579",12763.000000000000000,108055.016368865966797,8.466270968335500
"230","4",400.89230177300,Itineraris.shp,445463.38932700001,4601926.61287000030,445348.01089999999,4601771.43699999992,4602051.89589999989,445613.65310000000,500.00000000000,"1580",11814.000000000000000,95389.490048825740814,8.074275440056352
"323","1",524.91101119100,Itineraris.shp,454635.03782500001,4600237.08997000009,454780.31290000002,4600453.87760000024,4600040.06840000022,454461.75400000002,500.00000000000,"1581",13098.000000000000000,26216.047202363610268,2.001530554463553
"323","2",614.36827405200,Itineraris.shp,454244.88437200000,4599846.29612999968,454461.75400000002,4600040.06840000022,4599711.98440000042,454000.31969999999,500.00000000000,"1582",13766.000000000000000,25760.380318701267242,1.871304686815434
"323","3",559.11080554600,Itineraris.shp,453731.10531299998,4599651.17413999978,454000.31969999999,4599711.98440000042,4599588.15919999965,453474.32699999999,500.00000000000,"1583",13331.000000000000000,23884.808191686868668,1.791674157354052
"323","4",653.88032438600,Itineraris.shp,453225.05976500001,4599449.13956999965,453474.32699999999,4599588.15919999965,4599307.37459999975,452930.91239999997,500.00000000000,"1584",14232.000000000000000,30683.668374896049500,2.155963207904444
"323","5",370.29852819100,Itineraris.shp,452773.14146700001,4599354.35563999973,452939.86760000000,4599309.81699999981,4599461.15890000015,452623.42530000000,500.00000000000,"1585",11508.000000000000000,29137.104786247014999,2.531899964046491
"323","6",624.07060939300,Itineraris.shp,452340.01321300003,4599546.46843999997,452623.42530000000,4599461.15890000015,4599608.26759999990,452046.63250000001,500.00000000000,"1586",14035.000000000000000,51174.514099225401878,3.646206918363049
"339","1",547.97100596700,Itineraris.shp,326374.36405500001,4725113.55864000041,326115.43489999999,4725154.47080000024,4724991.48709999956,326602.26919999998,500.00000000000,"1587",13161.000000000000000,166036.628367900848389,12.615806425644012
"339","2",571.07621972400,Itineraris.shp,326834.28564900003,4724872.30812000018,326602.26919999998,4724991.48709999956,4724719.49490000028,327049.94510000001,500.00000000000,"1588",13310.000000000000000,167575.168455839157104,12.590170432444715
"339","3",549.24420047000,Itineraris.shp,327237.97349499998,4724581.24278999958,327049.94510000001,4724719.49490000028,4724364.95249999966,327362.15409999999,500.00000000000,"1589",13015.000000000000000,171305.035513043432729,13.162123358666417
"339","4",637.00471046400,Itineraris.shp,327412.75453300000,4724063.78646000009,327362.15409999999,4724364.95249999966,4723885.78899999987,327639.60530000000,500.00000000000,"1590",13879.000000000000000,183832.032894045114517,13.245337048349674
"339","5",395.45010158700,Itineraris.shp,327589.11780900002,4723696.93377000000,327639.60530000000,4723885.78899999987,4723518.28419999965,327563.23780000000,500.00000000000,"1591",11707.000000000000000,164901.829569011955755,14.085746097976587
"339","6",602.86371766500,Itineraris.shp,327509.33110399998,4723281.47680000030,327563.23780000000,4723518.28419999965,4723030.39149999991,327674.36300000001,500.00000000000,"1592",13644.000000000000000,207711.018683243513806,15.223616145063289
"402","1",529.31866908500,Itineraris.shp,313665.99050900002,4737141.19438999984,313616.61900000001,4737397.25930000003,4737038.48350000009,313846.27779999998,500.00000000000,"1593",12818.000000000000000,190794.631200075149536,14.884898673745916
"402","2",521.90414178300,Itineraris.shp,313886.19599899999,4736791.52065999992,313846.27779999998,4737038.48350000009,4736735.79959999956,314062.17820000002,500.00000000000,"1594",12139.000000000000000,192447.785756230354309,15.853677053812534
"402","3",533.05649502900,Itineraris.shp,314320.15697800001,4736744.51300999988,314062.17820000002,4736735.79959999956,4736637.37440000009,314552.18750000000,500.00000000000,"1595",13105.000000000000000,199291.081897497177124,15.207255390881128
"402","4",527.03723673200,Itineraris.shp,314795.29635500000,4736639.30135000031,314552.18750000000,4736637.37440000009,4736697.69950000010,314978.69669999997,500.00000000000,"1596",12618.000000000000000,164248.816908299922943,13.017024640061811
"402","5",458.24995406200,Itineraris.shp,315187.69975500001,4736749.56199999992,314978.69669999997,4736697.69950000010,4736854.33320000023,315370.28080000001,500.00000000000,"1597",12263.000000000000000,154938.499634206324117,12.634632604925899
"402","6",493.18310925000,Itineraris.shp,315339.02316300001,4737091.47384999972,315370.28080000001,4736854.33320000023,4737291.84210000001,315344.18680000002,500.00000000000,"1598",12552.000000000000000,162689.265093505382538,12.961222521789786
"316","1",476.26451016000,Itineraris.shp,310076.70531799999,4650640.40134999994,310240.89669999998,4650787.95799999963,4650492.47070000041,309959.37949999998,500.00000000000,"1599",12324.000000000000000,43168.419308098033071,3.502792868232557
"316","2",571.88808467300,Itineraris.shp,309722.84840700001,4650404.26578000002,309959.37949999998,4650492.47070000041,4650183.83829999994,309547.18140000000,500.00000000000,"1600",13441.000000000000000,47804.139393808320165,3.556590982353123
"316","5",554.33041659700,Itineraris.shp,308417.16239499999,4651165.30222999956,308595.31349999999,4650954.74359999970,4651372.61510000005,308233.23820000002,500.00000000000,"1601",13397.000000000000000,26010.503412818536162,1.941517012228001
"316","6",562.79390815500,Itineraris.shp,308046.58246100001,4651571.80872000009,308233.23820000002,4651372.61510000005,4651793.12040000036,307989.82299999997,500.00000000000,"1602",13226.000000000000000,39252.700956290587783,2.967843713616406
"305","1",463.76518679500,Itineraris.shp,308839.23814999999,4738087.69055000041,308660.77669999999,4738029.96619999968,4738220.46659999993,308982.51069999998,500.00000000000,"1603",7211.000000000000000,66411.748645067214966,9.209783475948859
"305","2",546.14365504600,Itineraris.shp,309229.73193299997,4738291.28514999989,308982.51069999998,4738220.46659999993,4738377.94689999986,309484.58510000003,500.00000000000,"1604",9401.000000000000000,95821.924796819686890,10.192737453124103
"305","3",493.29763526800,Itineraris.shp,309628.51870000002,4738534.35451999959,309484.58510000003,4738377.94689999986,4738749.63430000003,309602.27200000000,500.00000000000,"1605",11291.000000000000000,132650.553476929664612,11.748344121595046
"305","4",514.08698690500,Itineraris.shp,309403.66710999998,4738857.26501000021,309607.35200000001,4738736.08760000020,4739033.26819999982,309252.59789999999,500.00000000000,"1606",10884.000000000000000,133188.208317637443542,12.237064343774113
"305","5",497.44061770400,Itineraris.shp,309044.38226400001,4739150.76850999985,309252.59789999999,4739033.26819999982,4739181.43520000018,308811.48369999998,500.00000000000,"1607",10024.000000000000000,113257.274243712410680,11.298610758550719
"305","6",460.55646206700,Itineraris.shp,308747.37122400000,4739350.41744999960,308811.48369999998,4739181.43520000018,4739539.57589999959,308683.63679999998,500.00000000000,"1608",10120.000000000000000,123550.658404469490051,12.208563083445602
"297","1",502.24547538200,Itineraris.shp,358085.75524000003,4611131.24780000001,358262.77830000001,4610977.52450000029,4611222.92609999981,357861.80140000000,500.00000000000,"1609",12721.000000000000000,87130.244458973407745,6.849323516938402
"297","2",511.50934952000,Itineraris.shp,357625.88584399997,4611318.98692000005,357862.72749999998,4611223.85209999979,4611470.17970000021,357429.33909999998,500.00000000000,"1610",12945.000000000000000,87263.068435907363892,6.741063610344332
"297","3",501.18101100700,Itineraris.shp,357253.56831000000,4611647.58873999957,357429.33909999998,4611470.17970000021,4611786.88659999985,357051.51329999999,500.00000000000,"1611",12842.000000000000000,84342.443189889192581,6.567703098418408
"297","4",511.69998407900,Itineraris.shp,356868.92057700001,4611952.81907000020,357057.06959999999,4611785.03450000007,4612145.26539999992,356707.95120000001,500.00000000000,"1612",12944.000000000000000,81999.803575277328491,6.334966283627730
"297","5",445.61526076700,Itineraris.shp,356614.86024399998,4612347.15703999996,356707.95120000001,4612145.26539999992,4612516.60890000034,356481.07049999997,500.00000000000,"1613",12273.000000000000000,75499.950470656171092,6.151711111436174
"297","6",505.17989727600,Itineraris.shp,356408.15031499998,4612735.89869000018,356482.92259999999,4612511.05260000005,4612965.74000000022,356320.86499999999,500.00000000000,"1614",12773.000000000000000,72374.584498256444931,5.666216589544856
"298","1",522.16576138000,Itineraris.shp,366669.62633699999,4659259.45120999962,366780.06980000000,4659494.08229999989,4659044.95120000001,366523.55579999997,500.00000000000,"1615",13065.000000000000000,130614.632289648056030,9.997292942185078
"298","2",520.98040817800,Itineraris.shp,366464.88034199999,4658806.41564999986,366523.55579999997,4659044.95120000001,4658554.14809999987,366442.06390000001,500.00000000000,"1616",12992.000000000000000,125568.899760246276855,9.665093885486936
"298","3",427.58820337900,Itineraris.shp,366304.61781400000,4658405.86995999981,366442.06390000001,4658554.14809999987,4658238.55250000022,366199.44050000003,500.00000000000,"1617",11964.000000000000000,104823.253638148307800,8.761555803924132
"298","4",501.38720922700,Itineraris.shp,366039.01105799997,4658139.28060000017,366199.44050000003,4658238.55250000022,4657981.48280000035,365957.18750000000,500.00000000000,"1618",12069.000000000000000,93676.709389716386795,7.761762315827028
"298","5",543.72356324500,Itineraris.shp,365824.93475600000,4657760.92427999992,365957.18750000000,4657981.48280000035,4657553.28019999992,365681.59700000001,500.00000000000,"1619",13092.000000000000000,98407.475750148296356,7.516611346635220
"298","6",507.39534271400,Itineraris.shp,365538.49592000002,4657358.12272999994,365681.59700000001,4657553.28019999992,4657119.15099999961,365481.57160000002,500.00000000000,"1620",12776.000000000000000,89790.153692245468847,7.028033319681080
"324","1",624.21190644500,Itineraris.shp,386540.10742000001,4700246.77360999957,386771.06640000001,4700072.43879999965,4700421.51360000018,386293.03090000001,500.00000000000,"1621",13969.000000000000000,125109.902068942785263,8.956253280044583
"324","2",677.14761561000,Itineraris.shp,385984.54638100002,4700530.69809999969,386293.03090000001,4700421.51360000018,4700458.73130000010,385722.25589999999,500.00000000000,"1622",14145.000000000000000,148648.792030721902847,10.508928386760120
"324","3",776.58777289200,Itineraris.shp,385481.80653800000,4700699.77864999976,385722.25589999999,4700458.73130000010,4700815.39030000009,385333.84680000000,500.00000000000,"1623",13820.000000000000000,139617.815399050712585,10.102591562883553
"324","4",515.84192135900,Itineraris.shp,385161.27421599999,4700950.88922999986,385333.84680000000,4700815.39030000009,4701156.17430000007,385065.02960000001,500.00000000000,"1624",12596.000000000000000,128978.789524435997009,10.239662553543665
"324","5",617.09179284200,Itineraris.shp,384874.03590999998,4701387.14989000000,385065.02960000001,4701156.17430000007,4701613.37530000042,384688.26220000000,500.00000000000,"1625",13931.000000000000000,129346.216097250580788,9.284776117812834
"324","6",587.36716903000,Itineraris.shp,384430.58313200000,4701555.07295999955,384688.26220000000,4701613.37530000042,4701362.54980000015,384306.20309999998,500.00000000000,"1626",12911.000000000000000,119359.893002375960350,9.244821702608315
"325","1",452.57600043600,Itineraris.shp,404869.28032299998,4701665.53514000028,404978.37719999999,4701483.29150000028,4701883.97070000041,404830.67330000002,500.00000000000,"1627",12320.000000000000000,63859.380251556634903,5.183391254184792
"325","2",417.19756672400,Itineraris.shp,404730.91840800003,4702064.95947999973,404830.67330000002,4701883.97070000041,4702234.94120000023,404613.05300000001,500.00000000000,"1628",12000.000000000000000,67230.861402660608292,5.602571783555050
"325","3",564.48432342200,Itineraris.shp,404441.08153800003,4702456.40134000033,404613.05300000001,4702234.94120000023,4702600.72840000037,404221.33659999998,500.00000000000,"1629",13421.000000000000000,79636.439865201711655,5.933718788853418
"325","4",562.56441044900,Itineraris.shp,404212.17439900001,4702793.75934000034,404221.33659999998,4702600.72840000037,4702941.84410000034,404019.68609999999,500.00000000000,"1630",12818.000000000000000,66657.228279843926430,5.200283061307844
"325","5",562.35871888300,Itineraris.shp,403936.75144999998,4703194.65091999993,404019.68609999999,4702941.84410000034,4703414.48909999989,404054.88030000002,500.00000000000,"1631",13193.000000000000000,70648.469145998358727,5.354996524368860
"325","6",617.58284833900,Itineraris.shp,404250.77352699998,4703552.44369999971,404054.88030000002,4703414.48909999989,4703755.96769999992,404042.14720000001,500.00000000000,"1632",12631.000000000000000,85308.381020709886798,6.753889717418248
"374","1",503.01797566300,Itineraris.shp,327937.11405999999,4567763.32813000027,328105.77730000002,4567886.70909999963,4567573.12949999981,327776.25300000003,500.00000000000,"1633",12695.000000000000000,119158.927059292793274,9.386288070838345
"374","2",404.24861911400,Itineraris.shp,327630.80564699997,4567438.51558000036,327776.25300000003,4567573.12949999981,4567372.04879999999,327444.07120000001,500.00000000000,"1634",11830.000000000000000,117320.089056253433228,9.917167291314746
